2024-08-14 16:29:32 | main_v1.py | <module> | 15 | ERROR - llllll
2024-08-14 17:12:38 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:39 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:39 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:40 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:40 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:41 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:41 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:42 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:12:42 | main_v1.py | <module> | 21 | DEBUG - 从Redis中获取到的所有键: [b'waitt_10039094', b'waitt_10037288', b'waitt_10039092', b'waitt_10039093', b'waitt_10038560']
2024-08-14 17:13:24 | /home/hezp1/AI/app_weichat/utils/log_handle.py | server_log | 36 | INFO - 从Redis中获取到的所有键
2024-08-14 17:13:26 | /home/hezp1/AI/app_weichat/utils/log_handle.py | server_log | 36 | INFO - 从Redis中获取到的所有键
2024-08-14 17:13:26 | /home/hezp1/AI/app_weichat/utils/log_handle.py | server_log | 36 | INFO - 从Redis中获取到的所有键
2024-08-14 17:13:42 | /home/hezp1/AI/app_weichat/utils/log_handle.py | server_log | 36 | INFO - 从Redis中获取到的所有键
2024-08-14 17:13:44 | /home/hezp1/AI/app_weichat/utils/log_handle.py | server_log | 36 | INFO - 从Redis中获取到的所有键
2024-08-14 17:13:44 | /home/hezp1/AI/app_weichat/utils/log_handle.py | server_log | 36 | INFO - 从Redis中获取到的所有键
2024-08-14 17:14:27 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:14:27 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:14:27 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 136 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:14:27 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 136 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:14:27 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:14:27 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:14:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 141 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:14:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 141 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:14:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 254 | DEBUG - ---------------
2024-08-14 17:14:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 254 | DEBUG - ---------------
2024-08-14 17:14:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 104 | DEBUG - Checking ID: 10037289
2024-08-14 17:14:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 104 | DEBUG - Checking ID: 10037289
2024-08-14 17:14:38 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 277 | ERROR - Unexpected error: Expecting value: line 1 column 1 (char 0)
2024-08-14 17:14:38 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 277 | ERROR - Unexpected error: Expecting value: line 1 column 1 (char 0)
2024-08-14 17:15:55 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:15:55 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 136 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:15:55 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:16:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 141 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:16:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 254 | DEBUG - ---------------
2024-08-14 17:16:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 104 | DEBUG - Checking ID: 10037289
2024-08-14 17:16:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 277 | ERROR - Unexpected error: exceptions must derive from BaseException
2024-08-14 17:18:56 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:18:56 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:18:56 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 140 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:19:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 142 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:19:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 255 | DEBUG - ---------------
2024-08-14 17:19:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 104 | DEBUG - Checking ID: 10037289
2024-08-14 17:19:02 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 278 | ERROR - Unexpected error: exceptions must derive from BaseException
2024-08-14 17:26:47 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:26:47 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 137 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:26:47 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 140 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:26:53 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 142 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:26:53 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 255 | DEBUG - ---------------
2024-08-14 17:26:53 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 104 | DEBUG - Checking ID: 10037289
2024-08-14 17:26:53 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 278 | ERROR - Unexpected error: 登陆失败
2024-08-14 17:33:46 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:33:46 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:33:46 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 142 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 144 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 257 | DEBUG - ---------------
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 106 | DEBUG - Checking ID: 10037289
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 108 | DEBUG - Task info combine: <function combine at 0x7f4537101158>
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | returnMsg | 59 | DEBUG - Processing task_id: 10037289 with messages: [None, None]
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | returnMsg | 69 | INFO - Task 10037289 passed the check.
2024-08-14 17:33:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 283 | ERROR - Unexpected error: cannot unpack non-iterable NoneType object
2024-08-14 17:38:45 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:38:45 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:38:45 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 142 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:38:51 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 144 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:38:51 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 257 | DEBUG - ---------------
2024-08-14 17:38:51 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 106 | DEBUG - Checking ID: 10037289
2024-08-14 17:38:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 108 | DEBUG - Task info combine: <function combine at 0x7f0c557121e0>
2024-08-14 17:38:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | returnMsg | 59 | DEBUG - Processing task_id: 10037289 with messages: [None, None]
2024-08-14 17:38:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | returnMsg | 69 | INFO - Task 10037289 passed the check.
2024-08-14 17:38:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 125 | DEBUG - combined_ad: ['任务10037289已通过规则检测，请进行审批。'], combined_msgs: ['任务10037289通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n']
2024-08-14 17:38:52 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 283 | ERROR - Unexpected error: cannot unpack non-iterable NoneType object
2024-08-14 17:39:28 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:39:28 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:39:28 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 142 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10037289
2024-08-14 17:39:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 144 | INFO - -------> getData: {"tasks_id":["10037289"]}
2024-08-14 17:39:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 257 | DEBUG - ---------------
2024-08-14 17:39:34 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 106 | DEBUG - Checking ID: 10037289
2024-08-14 17:39:35 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 108 | DEBUG - Task info combine: <function combine at 0x7f25ea65d1e0>
2024-08-14 17:39:35 | /home/hezp1/AI/app_weichat/chat_server_v1.py | returnMsg | 59 | DEBUG - Processing task_id: 10037289 with messages: [None, None]
2024-08-14 17:39:35 | /home/hezp1/AI/app_weichat/chat_server_v1.py | returnMsg | 69 | INFO - Task 10037289 passed the check.
2024-08-14 17:39:35 | /home/hezp1/AI/app_weichat/chat_server_v1.py | checkId | 125 | DEBUG - combined_ad: ['任务10037289已通过规则检测，请进行审批。'], combined_msgs: ['任务10037289通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n']
2024-08-14 17:39:35 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 259 | DEBUG - combined_msgs: ['任务10037289通过规则检测，已通知管理员进行审批。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: 任务10037289已通过规则检测，请进行审批。
2024-08-14 17:41:16 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:41:16 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 139 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-14 17:41:16 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 142 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 审批所有的任务
2024-08-14 17:41:22 | /home/hezp1/AI/app_weichat/chat_server_v1.py | getData | 144 | INFO - -------> getData: {"tasks_id":[]}
2024-08-14 17:41:22 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 257 | DEBUG - ---------------
2024-08-14 17:41:22 | /home/hezp1/AI/app_weichat/chat_server_v1.py | regular | 259 | DEBUG - combined_msgs: ['没有提取到任务ID。\n请检查是否输入了任务ID。'], combined_ad: None
2024-08-15 14:10:45 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_17369c736ab9e12dd4c5fb94e338ff78 对应的用户ID: 17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 14:10:45 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | DEBUG - Processing key: msg_17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 14:10:45 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 147 | INFO - User msg_17369c736ab9e12dd4c5fb94e338ff78 said: 你好
2024-08-15 14:10:53 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 149 | INFO - -------> getData: 您好，小智在此为您服务！为了更快地处理您的调度审批请求，请您提供任务编号，以便我们迅速定位到具体任务。任务编号是由数字组成的，请您核对后告诉我。如果您不确定如何查找任务编号，也可以描述一下任务的详细情况，我会尽量帮助您。请告诉我任务编号是多少呢？
2024-08-15 14:10:53 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 271 | ERROR - JSON decode error: Expecting value: line 1 column 1 (char 0)
2024-08-15 14:11:04 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_17369c736ab9e12dd4c5fb94e338ff78 对应的用户ID: 17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 14:11:04 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | DEBUG - Processing key: msg_17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 14:11:04 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 147 | INFO - User msg_17369c736ab9e12dd4c5fb94e338ff78 said: 请帮我审批12342
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 149 | INFO - -------> getData: {"tasks_id":["12342"]}
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 263 | DEBUG - ---------------
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 12342
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fce6967f840>
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 115 | ERROR - ValueError for task ID 12342
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 12342 with messages: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 90 | WARNING - Task 12342 has issues: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 129 | DEBUG - combined_ad: [], combined_msgs: ['任务12342存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n']
2024-08-15 14:11:09 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 265 | DEBUG - combined_msgs: ['任务12342存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: None
2024-08-15 14:11:26 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_17369c736ab9e12dd4c5fb94e338ff78 对应的用户ID: 17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 14:11:26 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | DEBUG - Processing key: msg_17369c736ab9e12dd4c5fb94e338ff78
2024-08-15 14:11:26 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 147 | INFO - User msg_17369c736ab9e12dd4c5fb94e338ff78 said: 请帮我审批10039095-10039097
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 149 | INFO - -------> getData: {"tasks_id":["10039095", "10039096", "10039097"]}
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 263 | DEBUG - ---------------
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10039095
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fce6967f840>
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10039095 with messages: [None, None]
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 72 | INFO - Task 10039095 passed the check.
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10039096
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fce6967f840>
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10039096 with messages: [None, None]
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 72 | INFO - Task 10039096 passed the check.
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 110 | DEBUG - Checking ID: 10039097
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 112 | DEBUG - Task info combine: <function getLatestTaskInfo at 0x7fce6967f840>
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 115 | ERROR - ValueError for task ID 10039097
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 61 | DEBUG - Processing task_id: 10039097 with messages: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusMsg | 90 | WARNING - Task 10039097 has issues: ['没有查询到相关的任务。\n请检查输入的任务ID是否正确。']
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | checkId | 129 | DEBUG - combined_ad: ['任务10039095已通过规则检测，请进行审批。', '任务10039096已通过规则检测，请进行审批。'], combined_msgs: ['任务10039095通过规则检测，已通知管理员进行审批。', '任务10039096通过规则检测，已通知管理员进行审批。', '任务10039097存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n']
2024-08-15 14:11:33 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 265 | DEBUG - combined_msgs: ['任务10039095通过规则检测，已通知管理员进行审批。', '任务10039096通过规则检测，已通知管理员进行审批。', '任务10039097存在的以下问题：\n1. 没有查询到相关的任务。\n请检查输入的任务ID是否正确。', '请解决以上存在的问题后再做尝试。\n'], combined_ad: 任务10039095已通过规则检测，请进行审批。

任务10039096已通过规则检测，请进行审批。
2024-08-15 14:16:20 | main_v1.py | <module> | 29 | DEBUG - 处理键 msg_16bd52abceae57867cfaa7e4bb9adab4 对应的用户ID: 16bd52abceae57867cfaa7e4bb9adab4
2024-08-15 14:16:20 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 143 | DEBUG - Processing key: msg_16bd52abceae57867cfaa7e4bb9adab4
2024-08-15 14:16:20 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 147 | INFO - User msg_16bd52abceae57867cfaa7e4bb9adab4 said: 请帮我审批10039095-10039097
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | getData | 149 | INFO - -------> getData: {"tasks_id":["10039095", "10039096", "10039097"]}
2024-08-15 14:16:27 | /home/hezp1/AI/app_weichat/cus_interact.py | cusInteract | 263 | DEBUG - ---------------
